tfp,gr_tfp,lab,gr_lab,sigma,theta1,Eland,Fex,beta_hat
38.818787,0.0072232606,11488.732,2.6285408e-05,0.008318457,0.0005857411,0.01649801,0.8603238,0.98194087
39.015087,0.0071872324,11489.029,2.558961e-05,0.008162305,0.000571879,0.016122868,0.8591873,0.9819561
39.211388,0.007151383,11489.32,2.491225e-05,0.00800894,0.00055833487,0.015756248,0.85805684,0.98197126
39.40768,0.0071157166,11489.603,2.425288e-05,0.007858313,0.0005451017,0.015398,0.8569324,0.9819864
39.60396,0.0070802276,11489.877,2.361099e-05,0.0077103665,0.0005321718,0.0150478985,0.8558144,0.9820014
39.800243,0.007044914,11490.145,2.298608e-05,0.0075650685,0.00051953905,0.014705737,0.8547023,0.98201644
39.99651,0.0070097777,11490.405,2.2377722e-05,0.0074223597,0.00050719606,0.014371368,0.85359645,0.98203135
40.192764,0.006974814,11490.659,2.178545e-05,0.007282196,0.00049513613,0.014044576,0.8524968,0.98204625
40.388985,0.0069400286,11490.906,2.1208916e-05,0.007144565,0.00048335554,0.013725246,0.8514035,0.982061
40.58518,0.006905413,11491.146,2.0647622e-05,0.0070093954,0.00047184556,0.013413158,0.85031646,0.9820758
40.781334,0.0068709734,11491.381,2.010121e-05,0.006876644,0.00046060054,0.013108186,0.8492355,0.9820905
40.977455,0.0068367054,11491.609,1.9569288e-05,0.006746287,0.0004496155,0.012810147,0.84816074,0.9821051
41.173542,0.006802608,11491.831,1.9051435e-05,0.006618267,0.00043888358,0.012518886,0.8470925,0.9821197
41.369576,0.0067686792,11492.047,1.8547285e-05,0.00649256,0.00042840006,0.012234234,0.8460302,0.98213416
41.565548,0.006734923,11492.257,1.8056522e-05,0.006369126,0.00041815965,0.011956079,0.844974,0.9821486
41.761494,0.0067013297,11492.462,1.7578683e-05,0.00624789,0.00040815398,0.011684202,0.8439236,0.98216295
41.95736,0.0066679083,11492.661,1.7113565e-05,0.0061288713,0.00039838202,0.01141855,0.8428795,0.9821773
42.153164,0.0066346508,11492.855,1.6660706e-05,0.006011982,0.00038883503,0.011158909,0.8418407,0.98219156
42.348896,0.0066015604,11493.044,1.6219868e-05,0.005897224,0.00037951057,0.010905185,0.84080756,0.98220575
42.54458,0.006568633,11493.229,1.579067e-05,0.0057845297,0.00037040145,0.01065721,0.83978015,0.9822199
